"r_w [mm]","Freq [GHz]","dB(S(Port1,Port1)) []"
1.2,0.635,-48.6554543880531
1.2,0.64,-48.5820319577649
1.2,0.645,-48.5090959134225
1.2,0.65,-48.4366380650078
1.2,0.655,-48.3646504099249
1.2,0.66,-48.2931251273174
1.2,0.665,-48.2220545726002
1.2,0.67,-48.1514312721954
1.2,0.675,-48.0812479184638
1.2,0.68,-48.0114973648233
1.2,0.685,-47.942172621046
1.2,0.69,-47.8732668487256
1.2,0.695,-47.8047733569092
1.2,0.7,-47.736685597885
1.2,0.705,-47.6689971631195
1.2,0.71,-47.6017017793389
1.2,0.715,-47.5347933047477
1.2,0.72,-47.4682657253787
1.2,0.725,-47.4021131515696
1.2,0.73,-47.3363298145607
1.2,0.735,-47.2709100632083
1.2,0.74,-47.2058483608102
1.2,0.745,-47.1411392820377
1.2,0.75,-47.07677750997
1.2,0.755,-47.0127578332279
1.2,0.76,-46.9490751432017
1.2,0.765,-46.8857244313697
1.2,0.77,-46.8227007867054
1.2,0.775,-46.7599993931668
1.2,0.78,-46.6976155272687
1.2,0.785,-46.6355445557307
1.2,0.79,-46.5737819332013
1.2,0.795,-46.5123232000535
1.2,0.8,-46.4511639802495
1.2,0.805,-46.3902999792719
1.2,0.81,-46.3297269821201
1.2,0.815,-46.2694408513669
1.2,0.82,-46.2094375252763
1.2,0.825,-46.1497130159774
1.2,0.83,-46.0902634076945
1.2,0.835,-46.0310848550299
1.2,0.84,-45.9721735812986
1.2,0.845,-45.9135258769123
1.2,0.85,-45.8551380978114
1.2,0.855,-45.7970066639432
1.2,0.86,-45.7391280577842
1.2,0.865,-45.6814988229063
1.2,0.87,-45.6241155625838
1.2,0.875,-45.5669749384403
1.2,0.88,-45.5100736691355
1.2,0.885,-45.4534085290881
1.2,0.89,-45.3969763472357
1.2,0.895,-45.3407740058293
1.2,0.9,-45.2847984392616
1.2,0.905,-45.2290466329282
1.2,0.91,-45.17351562212
1.2,0.915,-45.1182024909466
1.2,0.92,-45.0631043712887
1.2,0.925,-45.0082184417799
1.2,0.93,-44.9535419268152
1.2,0.935,-44.899072095587
1.2,0.94,-44.844806261147
1.2,0.945,-44.7907417794925
1.2,0.95,-44.7368760486781
1.2,0.955,-44.6832065079499
1.2,0.96,-44.6297306369035
1.2,0.965,-44.5764459546631
1.2,0.97,-44.5233500190829
1.2,0.975,-44.4704404259686
1.2,0.98,-44.4177148083195
1.2,0.985,-44.3651708355899
1.2,0.99,-44.3128062129696
1.2,0.995,-44.2606186806822
1.2,1,-44.2086060133019
1.2,1.005,-44.1567660190873
1.2,1.01,-44.105096539332
1.2,1.015,-44.053595447731
1.2,1.02,-44.0022606497637
1.2,1.025,-43.9510900820916
1.2,1.03,-43.9000817119711
1.2,1.035,-43.849233536681
1.2,1.04,-43.7985435829631
1.2,1.045,-43.7480099064779
1.2,1.05,-43.6976305912719
1.2,1.055,-43.6474037492592
1.2,1.06,-43.5973275197146
1.2,1.065,-43.5474000687795
1.2,1.07,-43.4976195889788
1.2,1.075,-43.4479842987505
1.2,1.08,-43.3984924419849
1.2,1.085,-43.3491422875763
1.2,1.09,-43.2999321289837
1.2,1.095,-43.250860283803
1.2,1.1,-43.2019250933484
1.2,1.105,-43.1531249222438
1.2,1.11,-43.1044581580235
1.2,1.115,-43.0559232107424
1.2,1.12,-43.0075185125947
1.2,1.125,-42.9592425175417
1.2,1.13,-42.9110937009478
1.2,1.135,-42.8630705592248
1.2,1.14,-42.8151716094844
1.2,1.145,-42.7673953891983
1.2,1.15,-42.7197404558659
1.2,1.155,-42.6722053866898
1.2,1.16,-42.6247887782578
1.2,1.165,-42.5774892462329
1.2,1.17,-42.5303054250491
1.2,1.175,-42.4832359676146
1.2,1.18,-42.4362795450216
1.2,1.185,-42.3894348462614
1.2,1.19,-42.3427005779474
1.2,1.195,-42.2960754640421
1.2,1.2,-42.249558245592
1.2,1.205,-42.2031476804665
1.2,1.21,-42.1568425431034
1.2,1.215,-42.1106416242597
1.2,1.22,-42.0645437307673
1.2,1.225,-42.0185476852944
1.2,1.23,-41.9726523261114
1.2,1.235,-41.9268565068624
1.2,1.24,-41.8811590963408
1.2,1.245,-41.8355589782699
1.2,1.25,-41.7900550510883
1.2,1.255,-41.7446462277396
1.2,1.26,-41.699331435466
1.2,1.265,-41.6541096156069
1.2,1.27,-41.6089797234011
1.2,1.275,-41.5639407277934
1.2,1.28,-41.5189916112447
1.2,1.285,-41.4741313695468
1.2,1.29,-41.4293590116398
1.2,1.295,-41.3846735594339
1.2,1.3,-41.3400740476353
1.2,1.305,-41.295559523574
1.2,1.31,-41.2511290470368
1.2,1.315,-41.2067816901025
1.2,1.32,-41.1625165369806
1.2,1.325,-41.1183326838536
1.2,1.33,-41.074229238722
1.2,1.335,-41.0302053212523
1.2,1.34,-40.9862600626283
1.2,1.345,-40.942392605405
1.2,1.35,-40.8986021033657
1.2,1.355,-40.8548877213812
1.2,1.36,-40.8112486352727
1.2,1.365,-40.7676840316761
1.2,1.37,-40.7241931079104
1.2,1.375,-40.680775071847
1.2,1.38,-40.6374291417826
1.2,1.385,-40.5941545463144
1.2,1.39,-40.5509505242171
1.2,1.395,-40.5078163243224
1.2,1.4,-40.4647512054015
1.2,1.405,-40.4217544360486
1.2,1.41,-40.3788252945671
1.2,1.415,-40.3359630688586
1.2,1.42,-40.2931670563124
1.2,1.425,-40.2504365636987
1.2,1.43,-40.2077709070624
1.2,1.435,-40.1651694116195
1.2,1.44,-40.1226314116553
1.2,1.445,-40.0801562504247
1.2,1.45,-40.0377432800533
1.2,1.455,-39.9953918614415
1.2,1.46,-39.9531013641693
1.2,1.465,-39.9108711664038
1.2,1.47,-39.868700654807
1.2,1.475,-39.8265892244465
1.2,1.48,-39.7845362787071
1.2,1.485,-39.7425412292037
1.2,1.49,-39.7006034956966
1.2,1.495,-39.6587225060071
1.2,1.5,-39.6168976959355
1.2,1.505,-39.57512850918
1.2,1.51,-39.5334143972571
1.2,1.515,-39.4917548194232
1.2,1.52,-39.4501492425976
1.2,1.525,-39.4085971412869
1.2,1.53,-39.3670979975105
1.2,1.535,-39.3256513007272
1.2,1.54,-39.2842565477634
1.2,1.545,-39.2429132427417
1.2,1.55,-39.2016208970117
1.2,1.555,-39.1603790290809
1.2,1.56,-39.119187164547
1.2,1.565,-39.0780448360321
1.2,1.57,-39.0369515831163
1.2,1.575,-38.9959069522736
1.2,1.58,-38.9549104968086
1.2,1.585,-38.9139617767934
1.2,1.59,-38.8730603590068
1.2,1.595,-38.8322058168726
1.2,1.6,-38.7913977304006
1.2,1.605,-38.7506356861274
1.2,1.61,-38.7099192770582
1.2,1.615,-38.6692481026097
1.2,1.62,-38.6286217685539
1.2,1.625,-38.588039886962
1.2,1.63,-38.5475020761498
1.2,1.635,-38.5070079606236
1.2,1.64,-38.466557171027
1.2,1.645,-38.426149344088
1.2,1.65,-38.3857841225669
1.2,1.655,-38.3454611552056
1.2,1.66,-38.3051800966767
1.2,1.665,-38.2649406075333
1.2,1.67,-38.2247423541601
1.2,1.675,-38.1845850087248
1.2,1.68,-38.1444682491293
1.2,1.685,-38.1043917589632
1.2,1.69,-38.064355227456
1.2,1.695,-38.0243583494312
1.2,1.7,-37.9844008252605
1.2,1.705,-37.9444823608181
1.2,1.71,-37.9046026674364
1.2,1.715,-37.8647614618614
1.2,1.72,-37.824958466209
1.2,1.725,-37.7851934079216
1.2,1.73,-37.7454660197253
1.2,1.735,-37.7057760395874
1.2,1.74,-37.6661232106747
1.2,1.745,-37.6265072813115
1.2,1.75,-37.5869280049387
1.2,1.755,-37.5473851400729
1.2,1.76,-37.5078784502663
1.2,1.765,-37.4684077040664
1.2,1.77,-37.4289726749764
1.2,1.775,-37.3895731414162
1.2,1.78,-37.3502088866832
1.2,1.785,-37.3108796989137
1.2,1.79,-37.2715853710446
1.2,1.795,-37.2323257007758
1.2,1.8,-37.193100490532
1.2,1.805,-37.1539095474256
1.2,1.81,-37.1147526832196
1.2,1.815,-37.0756297142907
1.2,1.82,-37.0365404615928
1.2,1.825,-36.9974847506207
1.2,1.83,-36.9584624113739
1.2,1.835,-36.919473278321
1.2,1.84,-36.880517190364
1.2,1.845,-36.8415939908029
1.2,1.85,-36.8027035273007
1.2,1.855,-36.763845651848
1.2,1.86,-36.725020220729
1.2,1.865,-36.6862270944861
1.2,1.87,-36.6474661378864
1.2,1.875,-36.6087372198864
1.2,1.88,-36.5700402135993
1.2,1.885,-36.5313749962598
1.2,1.89,-36.4927414491913
1.2,1.895,-36.4541394577719
1.2,1.9,-36.4155689114014
1.2,1.905,-36.3770297034671
1.2,1.91,-36.3385217313119
1.2,1.915,-36.3000448962001
1.2,1.92,-36.2615991032852
1.2,1.925,-36.2231842615768
1.2,1.93,-36.1848002839081
1.2,1.935,-36.146447086903
1.2,1.94,-36.1081245909438
1.2,1.945,-36.069832720139
1.2,1.95,-36.0315714022903
1.2,1.955,-35.9933405688612
1.2,1.96,-35.9551401549442
1.2,1.965,-35.916970099229
1.2,1.97,-35.8788303439706
1.2,1.975,-35.840720834957
1.2,1.98,-35.8026415214774
1.2,1.985,-35.7645923562907
1.2,1.99,-35.7265732955933
1.2,1.995,-35.6885842989876
1.2,2,-35.6506253294503
1.2,2.005,-35.6126963533004
1.2,2.01,-35.5747973401684
1.2,2.015,-35.5369282629638
1.2,2.02,-35.4990890978443
1.2,2.025,-35.461279824184
1.2,2.03,-35.4235004245417
1.2,2.035,-35.38575088463
1.2,2.04,-35.3480311932833
1.2,2.045,-35.310341342427
1.2,2.05,-35.2726813270455
1.2,2.055,-35.2350511451513
1.2,2.06,-35.1974507977536
1.2,2.065,-35.1598802888267
1.2,2.07,-35.1223396252789
1.2,2.075,-35.0848288169213
1.2,2.08,-35.047347876436
1.2,2.085,-35.0098968193455
1.2,2.09,-34.9724756639811
1.2,2.095,-34.9350844314513
1.2,2.1,-34.897723145611
1.2,2.105,-34.8603918330303
1.2,2.11,-34.8230905229628
1.2,2.115,-34.7858192473144
1.2,2.12,-34.7485780406126
1.2,2.125,-34.7113669399746
1.2,2.13,-34.6741859850763
1.2,2.135,-34.6370352181213
1.2,2.14,-34.5999146838093
1.2,2.145,-34.5628244293048
1.2,2.15,-34.5257645042064
1.2,2.155,-34.4887349605151
1.2,2.16,-34.4517358526031
1.2,2.165,-34.4147672371829
1.2,2.17,-34.3778291732756
1.2,2.175,-34.3409217221803
1.2,2.18,-34.3040449474423
1.2,2.185,-34.2671989148223
1.2,2.19,-34.230383692265
1.2,2.195,-34.1935993498681
1.2,2.2,-34.1568459598512
1.2,2.205,-34.1201235965243
1.2,2.21,-34.0834323362569
1.2,2.215,-34.046772257447
1.2,2.22,-34.0101434404899
1.2,2.225,-33.9735459677471
1.2,2.23,-33.9369799235151
1.2,2.235,-33.9004453939949
1.2,2.24,-33.8639424672603
1.2,2.245,-33.8274712332275
1.2,2.25,-33.7910317836239
1.2,2.255,-33.7546242119572
1.2,2.26,-33.7182486134846
1.2,2.265,-33.681905085182
1.2,2.27,-33.645593725713
1.2,2.275,-33.6093146353987
1.2,2.28,-33.5730679161862
1.2,2.285,-33.5368536716187
1.2,2.29,-33.5006720068044
1.2,2.295,-33.4645230283862
1.2,2.3,-33.4284068445113
1.2,2.305,-33.3923235648006
1.2,2.31,-33.3562733003184
1.2,2.315,-33.3202561635422
1.2,2.32,-33.2842722683323
1.2,2.325,-33.2483217299019
1.2,2.33,-33.2124046647871
1.2,2.335,-33.1765211908164
1.2,2.34,-33.1406714270815
1.2,2.345,-33.1048554939072
1.2,2.35,-33.0690735128216
1.2,2.355,-33.0333256065264
1.2,2.36,-32.9976118988681
1.2,2.365,-32.9619325148076
1.2,2.37,-32.9262875803916
1.2,2.375,-32.8906772227233
1.2,2.38,-32.8551015699332
1.2,2.385,-32.8195607511501
1.2,2.39,-32.7840548964727
1.2,2.395,-32.7485841369404
1.2,2.4,-32.7131486045051
1.2,2.405,-32.6777484320026
1.2,2.41,-32.6423837531244
1.2,2.415,-32.6070547023897
1.2,2.42,-32.5717614151171
1.2,2.425,-32.5365040273971
1.2,2.43,-32.5012826760643
1.2,2.435,-32.4660974986698
1.2,2.44,-32.430948633454
1.2,2.445,-32.3958362193196
1.2,2.45,-32.3607603958042
1.2,2.455,-32.3257213030536
1.2,2.46,-32.2907190817956
1.2,2.465,-32.2557538733131
1.2,2.47,-32.2208258194179
1.2,2.475,-32.1859350624248
1.2,2.48,-32.1510817451259
1.2,2.485,-32.1162660107645
1.2,2.49,-32.08148800301
1.2,2.495,-32.0467478659327
1.2,2.5,-32.0120457439787
1.2,2.505,-31.9773817819451
1.2,2.51,-31.9427561249556
1.2,2.515,-31.9081689184359
1.2,2.52,-31.8736203080898
1.2,2.525,-31.8391104398755
1.2,2.53,-31.8046394599818
1.2,2.535,-31.7702075148047
1.2,2.54,-31.7358147509244
1.2,2.545,-31.7014613150824
1.2,2.55,-31.667147354159
1.2,2.555,-31.6328730151509
1.2,2.56,-31.5986384451491
1.2,2.565,-31.5644437913172
1.2,2.57,-31.5302892008698
1.2,2.575,-31.4961748210512
1.2,2.58,-31.4621007991148
1.2,2.585,-31.4280672823018
1.2,2.59,-31.3940744178213
1.2,2.595,-31.3601223528302
1.2,2.6,-31.3262112344132
1.2,2.605,-31.2923412095632
1.2,2.61,-31.2585124251624
1.2,2.615,-31.2247250279632
1.2,2.62,-31.1909791645697
1.2,2.625,-31.1572749814193
1.2,2.63,-31.1236126247649
1.2,2.635,-31.0899922406571
1.2,2.64,-31.056413974927
1.2,2.645,-31.022877973169
1.2,2.65,-30.9893843807242
1.2,2.655,-30.9559333426641
1.2,2.66,-30.9225250037745
1.2,2.665,-30.8891595085399
1.2,2.67,-30.8558370011278
1.2,2.675,-30.8225576253741
1.2,2.68,-30.7893215247681
1.2,2.685,-30.7561288424382
1.2,2.69,-30.7229797211381
1.2,2.695,-30.6898743032325
1.2,2.7,-30.6568127306846
1.2,2.705,-30.6237951450425
1.2,2.71,-30.5908216874267
1.2,2.715,-30.557892498518
1.2,2.72,-30.5250077185452
1.2,2.725,-30.4921674872737
1.2,2.73,-30.4593719439945
1.2,2.735,-30.4266212275127
1.2,2.74,-30.3939154761374
1.2,2.745,-30.3612548276715
1.2,2.75,-30.3286394194015
1.2,2.755,-30.2960693880885
1.2,2.76,-30.2635448699587
1.2,2.765,-30.2310660006946
1.2,2.77,-30.1986329154269
1.2,2.775,-30.1662457487262
1.2,2.78,-30.1339046345951
1.2,2.785,-30.1016097064612
1.2,2.79,-30.0693610971697
1.2,2.795,-30.0371589389772
1.2,2.8,-30.0050033635448
1.2,2.805,-29.9728945019326
1.2,2.81,-29.9408324845938
1.2,2.815,-29.9088174413696
1.2,2.82,-29.876849501484
1.2,2.825,-29.8449287935397
1.2,2.83,-29.8130554455133
1.2,2.835,-29.7812295847516
1.2,2.84,-29.7494513379684
1.2,2.845,-29.7177208312406
1.2,2.85,-29.6860381900059
1.2,2.855,-29.6544035390598
1.2,2.86,-29.6228170025536
1.2,2.865,-29.5912787039926
1.2,2.87,-29.5597887662343
1.2,2.875,-29.5283473114871
1.2,2.88,-29.4969544613098
1.2,2.885,-29.4656103366103
1.2,2.89,-29.4343150576461
1.2,2.895,-29.4030687440235
1.2,2.9,-29.3718715146985
1.2,2.905,-29.3407234879774
1.2,2.91,-29.3096247815172
1.2,2.915,-29.2785755123275
1.2,2.92,-29.2475757967714
1.2,2.925,-29.2166257505679
1.2,2.93,-29.1857254887936
1.2,2.935,-29.154875125885
1.2,2.94,-29.1240747756416
1.2,2.945,-29.0933245512284
1.2,2.95,-29.0626245651792
1.2,2.955,-29.0319749294002
1.2,2.96,-29.0013757551738
1.2,2.965,-28.970827153162
1.2,2.97,-28.9403292334113
1.2,2.975,-28.9098821053571
1.2,2.98,-28.8794858778279
1.2,2.985,-28.8491406590507
1.2,2.99,-28.8188465566562
1.2,2.995,-28.7886036776839
1.2,3,-28.7584121285882
1.2,3.005,-28.7282720152436
1.2,3.01,-28.6981834429515
1.2,3.015,-28.6681465164459
1.2,3.02,-28.6381613399001
1.2,3.025,-28.6082280169333
1.2,3.03,-28.5783466506174
1.2,3.035,-28.5485173434843
1.2,3.04,-28.5187401975327
1.2,3.045,-28.4890153142357
1.2,3.05,-28.4593427945484
1.2,3.055,-28.4297227389153
1.2,3.06,-28.4001552472785
1.2,3.065,-28.3706404190856
1.2,3.07,-28.3411783532976
1.2,3.075,-28.3117691483973
1.2,3.08,-28.282412902398
1.2,3.085,-28.2531097128515
1.2,3.09,-28.223859676857
1.2,3.095,-28.1946628910699
1.2,3.1,-28.1655194517105
1.2,3.105,-28.1364294545728
1.2,3.11,-28.1073929950341
1.2,3.115,-28.0784101680633
1.2,3.12,-28.0494810682306
1.2,3.125,-28.0206057897167
1.2,3.13,-27.9917844263218
1.2,3.135,-27.9630170714756
1.2,3.14,-27.9343038182459
1.2,3.145,-27.9056447593486
1.2,3.15,-27.8770399871569
1.2,3.155,-27.8484895937112
1.2,3.16,-27.8199936707283
1.2,3.165,-27.7915523096108
1.2,3.17,-27.7631656014572
1.2,3.175,-27.734833637071
1.2,3.18,-27.7065565069704
1.2,3.185,-27.6783343013979
1.2,3.19,-27.6501671103298
1.2,3.195,-27.6220550234857
1.2,3.2,-27.5939981303377
1.2,3.205,-27.5659965201202
1.2,3.21,-27.5380502818394
1.2,3.215,-27.510159504282
1.2,3.22,-27.4823242760249
1.2,3.225,-27.4545446854445
1.2,3.23,-27.4268208207257
1.2,3.235,-27.3991527698706
1.2,3.24,-27.3715406207082
1.2,3.245,-27.3439844609026
1.2,3.25,-27.3164843779621
1.2,3.255,-27.2890404592479
1.2,3.26,-27.2616527919826
1.2,3.265,-27.2343214632584
1.2,3.27,-27.207046560046
1.2,3.275,-27.1798281692021
1.2,3.28,-27.1526663774781
1.2,3.285,-27.1255612715275
1.2,3.29,-27.0985129379142
1.2,3.295,-27.0715214631194
1.2,3.3,-27.0445869335498
1.2,3.305,-27.0177094355444
1.2,3.31,-26.9908890553818
1.2,3.315,-26.9641258792873
1.2,3.32,-26.9374199934392
1.2,3.325,-26.910771483976
1.2,3.33,-26.8841804370021
1.2,3.335,-26.8576469385948
1.2,3.34,-26.8311710748093
1.2,3.345,-26.8047529316854
1.2,3.35,-26.7783925952526
1.2,3.355,-26.7520901515354
1.2,3.36,-26.7258456865586
1.2,3.365,-26.699659286352
1.2,3.37,-26.6735310369554
1.2,3.375,-26.6474610244225
1.2,3.38,-26.6214493348258
1.2,3.385,-26.5954960542597
1.2,3.39,-26.5696012688448
1.2,3.395,-26.5437650647311
1.2,3.4,-26.5179875281011
1.2,3.405,-26.4922687451729
1.2,3.41,-26.4666088022028
1.2,3.415,-26.4410077854874
1.2,3.42,-26.4154657813659
1.2,3.425,-26.3899828762222
1.2,3.43,-26.3645591564859
1.2,3.435,-26.3391947086338
1.2,3.44,-26.3138896191909
1.2,3.445,-26.288643974731
1.2,3.45,-26.2634578618773
1.2,3.455,-26.2383313673019
1.2,3.46,-26.2132645777265
1.2,3.465,-26.1882575799208
1.2,3.47,-26.1633104607026
1.2,3.475,-26.1384233069362
1.2,3.48,-26.113596205531
1.2,3.485,-26.0888292434399
1.2,3.49,-26.064122507657
1.2,3.495,-26.0394760852155
1.2,3.5,-26.0148900631848
1.2,3.505,-25.9903645286677
1.2,3.51,-25.9658995687968
1.2,3.515,-25.9414952707309
1.2,3.52,-25.9171517216513
1.2,3.525,-25.8928690087572
1.2,3.53,-25.8686472192611
1.2,3.535,-25.8444864403843
1.2,3.54,-25.8203867593508
1.2,3.545,-25.7963482633825
1.2,3.55,-25.7723710396928
1.2,3.555,-25.7484551754808
1.2,3.56,-25.724600757924
1.2,3.565,-25.7008078741723
1.2,3.57,-25.6770766113401
1.2,3.575,-25.6534070564988
1.2,3.58,-25.6297992966696
1.2,3.585,-25.6062534188144
1.2,3.59,-25.5827695098278
1.2,3.595,-25.5593476565282
1.2,3.6,-25.5359879456486
1.2,3.605,-25.5126904638271
1.2,3.61,-25.4894552975971
1.2,3.615,-25.4662825333772
1.2,3.62,-25.4431722574606
1.2,3.625,-25.4201245560049
1.2,3.63,-25.3971395150202
1.2,3.635,-25.3742172203586
1.2,3.64,-25.3513577577018
1.2,3.645,-25.3285612125495
1.2,3.65,-25.3058276702073
1.2,3.655,-25.2831572157735
1.2,3.66,-25.2605499341268
1.2,3.665,-25.2380059099129
1.2,3.67,-25.2155252275311
1.2,3.675,-25.1931079711203
1.2,3.68,-25.1707542245454
1.2,3.685,-25.1484640713825
1.2,3.69,-25.1262375949049
1.2,3.695,-25.1040748780674
1.2,3.7,-25.0819760034921
1.2,3.705,-25.0599410534521
1.2,3.71,-25.0379701098565
1.2,3.715,-25.0160632542343
1.2,3.72,-24.9942205677179
1.2,3.725,-24.972442131027
1.2,3.73,-24.9507280244519
1.2,3.735,-24.9290783278365
1.2,3.74,-24.9074931205611
1.2,3.745,-24.8859724815251
1.2,3.75,-24.8645164891293
1.2,3.755,-24.8431252212582
1.2,3.76,-24.8217987552621
1.2,3.765,-24.8005371679382
1.2,3.77,-24.779340535513
1.2,3.775,-24.7582089336229
1.2,3.78,-24.7371424372959
1.2,3.785,-24.7161411209322
1.2,3.79,-24.6952050582852
1.2,3.795,-24.6743343224419
1.2,3.8,-24.6535289858037
1.2,3.805,-24.6327891200661
1.2,3.81,-24.6121147961994
1.2,3.815,-24.5915060844284
1.2,3.82,-24.5709630542119
1.2,3.825,-24.5504857742232
1.2,3.83,-24.5300743123287
1.2,3.835,-24.5097287355682
1.2,3.84,-24.4894491101334
1.2,3.845,-24.4692355013479
1.2,3.85,-24.4490879736456
1.2,3.855,-24.42900659055
1.2,3.86,-24.4089914146533
1.2,3.865,-24.3890425075947
1.2,3.87,-24.3691599300398
1.2,3.875,-24.3493437416588
1.2,3.88,-24.3295940011051
1.2,3.885,-24.3099107659944
1.2,3.89,-24.2902940928824
1.2,3.895,-24.2707440372441
1.2,3.9,-24.2512606534516
1.2,3.905,-24.2318439947529
1.2,3.91,-24.2124941132503
1.2,3.915,-24.1932110598786
1.2,3.92,-24.1739948843834
1.2,3.925,-24.1548456352999
1.2,3.93,-24.1357633599311
1.2,3.935,-24.116748104326
1.2,3.94,-24.0977999132587
1.2,3.945,-24.0789188302061
1.2,3.95,-24.0601048973269
1.2,3.955,-24.0413581554403
1.2,3.96,-24.0226786440045
1.2,3.965,-24.0040664010951
1.2,3.97,-23.9855214633844
1.2,3.975,-23.9670438661202
1.2,3.98,-23.9486336431045
1.2,3.985,-23.9302908266728
1.2,3.99,-23.912015447673
1.2,3.995,-23.8938075354452
1.2,4,-23.8756671178006
1.2,4.005,-23.8575942210012
1.2,4.01,-23.8395888697396
1.2,4.015,-23.8216510871186
1.2,4.02,-23.8037808946316
1.2,4.025,-23.785978312142
1.2,4.03,-23.7682433578641
1.2,4.035,-23.7505760483435
1.2,4.04,-23.7329763984374
1.2,4.045,-23.7154444212959
1.2,4.05,-23.6979801283424
1.2,4.055,-23.6805835292557
1.2,4.06,-23.6632546319506
1.2,4.065,-23.6459934425602
1.2,4.07,-23.6287999654171
1.2,4.075,-23.6116742030364
1.2,4.08,-23.5946161560972
1.2,4.085,-23.5776258234257
1.2,4.09,-23.5607032019779
1.2,4.095,-23.5438482868227
1.2,4.1,-23.5270610711253
1.2,4.105,-23.5103415461306
1.2,4.11,-23.4936897011475
1.2,4.115,-23.4771055235329
1.2,4.12,-23.4605889986761
1.2,4.125,-23.4441401099836
1.2,4.13,-23.4277588388642
1.2,4.135,-23.4114451647147
1.2,4.14,-23.3951990649049
1.2,4.145,-23.3790205147643
1.2,4.15,-23.3629094875679
1.2,4.155,-23.3468659545233
1.2,4.16,-23.3308898847574
1.2,4.165,-23.3149812453036
1.2,4.17,-23.2991400010901
1.2,4.175,-23.2833661149271
1.2,4.18,-23.2676595474959
1.2,4.185,-23.2520202573371
1.2,4.19,-23.2364482008401
1.2,4.195,-23.220943332232
1.2,4.2,-23.2055056035681
1.2,4.205,-23.1901349647216
1.2,4.21,-23.1748313633746
1.2,4.215,-23.1595947450087
1.2,4.22,-23.1444250528962
1.2,4.225,-23.1293222280924
1.2,4.23,-23.1142862094275
1.2,4.235,-23.0993169334987
1.2,4.24,-23.0844143346637
1.2,4.245,-23.0695783450338
1.2,4.25,-23.0548088944674
1.2,4.255,-23.0401059105644
1.2,4.26,-23.0254693186609
1.2,4.265,-23.0108990418236
1.2,4.27,-22.9963950008455
1.2,4.275,-22.9819571142418
1.2,4.28,-22.9675852982457
1.2,4.285,-22.9532794668054
1.2,4.29,-22.9390395315808
1.2,4.295,-22.9248654019414
1.2,4.3,-22.9107569849635
1.2,4.305,-22.8967141854291
1.2,4.31,-22.8827369058241
1.2,4.315,-22.868825046338
1.2,4.32,-22.8549785048631
1.2,4.325,-22.8411971769943
1.2,4.33,-22.82748095603
1.2,4.335,-22.8138297329726
1.2,4.34,-22.80024339653
1.2,4.345,-22.7867218331168
1.2,4.35,-22.7732649268571
1.2,4.355,-22.7598725595865
1.2,4.36,-22.7465446108551
1.2,4.365,-22.7332809579313
1.2,4.37,-22.720081475805
1.2,4.375,-22.7069460371923
1.2,4.38,-22.6938745125399
1.2,4.385,-22.6808667700301
1.2,4.39,-22.6679226755865
1.2,4.395,-22.6550420928795
1.2,4.4,-22.6422248833331
1.2,4.405,-22.6294709061311
1.2,4.41,-22.6167800182244
1.2,4.415,-22.6041520743387
1.2,4.42,-22.5915869269821
1.2,4.425,-22.5790844264535
1.2,4.43,-22.5666444208514
1.2,4.435,-22.5542667560828
1.2,4.44,-22.541951275873
1.2,4.445,-22.5296978217753
1.2,4.45,-22.5175062331809
1.2,4.455,-22.5053763473302
1.2,4.46,-22.4933079993234
1.2,4.465,-22.481301022132
1.2,4.47,-22.4693552466104
1.2,4.475,-22.4574705015083
1.2,4.48,-22.4456466134827
1.2,4.485,-22.4338834071116
1.2,4.49,-22.4221807049061
1.2,4.495,-22.4105383273248
1.2,4.5,-22.3989560927873
1.2,4.505,-22.3874338176883
1.2,4.51,-22.3759713164125
1.2,4.515,-22.3645684013493
1.2,4.52,-22.3532248829081
1.2,4.525,-22.3419405695334
1.2,4.53,-22.3307152677214
1.2,4.535,-22.3195487820355
1.2,4.54,-22.308440915123
1.2,4.545,-22.297391467732
1.2,4.55,-22.2864002387281
1.2,4.555,-22.275467025112
1.2,4.56,-22.2645916220372
1.2,4.565,-22.2537738228274
1.2,4.57,-22.2430134189954
1.2,4.575,-22.2323102002609
1.2,4.58,-22.2216639545696
1.2,4.585,-22.2110744681117
1.2,4.59,-22.2005415253418
1.2,4.595,-22.1900649089976
1.2,4.6,-22.1796444001201
1.2,4.605,-22.1692797780731
1.2,4.61,-22.1589708205637
1.2,4.615,-22.1487173036626
1.2,4.62,-22.1385190018242
1.2,4.625,-22.1283756879079
1.2,4.63,-22.118287133199
1.2,4.635,-22.1082531074297
1.2,4.64,-22.0982733788002
1.2,4.645,-22.088347714001
1.2,4.65,-22.0784758782337
1.2,4.655,-22.0686576352337
1.2,4.66,-22.0588927472915
1.2,4.665,-22.0491809752754
1.2,4.67,-22.0395220786536
1.2,4.675,-22.029915815517
1.2,4.68,-22.0203619426013
1.2,4.685,-22.0108602153103
1.2,4.69,-22.0014103877382
1.2,4.695,-21.9920122126934
1.2,4.7,-21.9826654417207
1.2,4.705,-21.9733698251253
1.2,4.71,-21.9641251119956
1.2,4.715,-21.9549310502268
1.2,4.72,-21.9457873865445
1.2,4.725,-21.936693866528
1.2,4.73,-21.9276502346344
1.2,4.735,-21.9186562342218
1.2,4.74,-21.9097116075736
1.2,4.745,-21.9008160959218
1.2,4.75,-21.8919694394714
1.2,4.755,-21.8831713774241
1.2,4.76,-21.8744216480023
